Accuracy,Loss
98.93145161290323,0.047390711066339374
98.71975806451613,0.05536630043990895
98.34677419354838,0.0676006028387365
98.55846774193549,0.06616863897596036
98.46774193548387,0.06810169600310825
98.36693548387096,0.06933834907268324
98.21572580645162,0.0711633390919756
98.18548387096774,0.06663361727635586
98.51814516129032,0.058189117978326974
98.57862903225806,0.05621534706348733
98.59879032258064,0.05770499248793649
98.51814516129032,0.06298530171024463
98.45766129032258,0.06288801634443864
98.39717741935483,0.06365947354464761
98.25604838709677,0.0653171386554717
98.10483870967742,0.06847692448495617
98.28629032258064,0.06495333538811293
98.36693548387096,0.06253749600897032
98.45766129032258,0.060458152973273345
98.47782258064517,0.05799416635606077
98.47782258064517,0.05576905855954054
98.68951612903226,0.05376219469377951
98.61895161290323,0.0539299042835351
98.47782258064517,0.05619117112740153
98.3366935483871,0.05841393669496381
98.28629032258064,0.05951738581061363
98.2258064516129,0.06068821745744395
98.26612903225806,0.05942985935497188
98.28629032258064,0.05933485089410697
98.35685483870968,0.05647148620487461
98.4475806451613,0.055101904029687565
98.56854838709677,0.0560780294059265
98.48790322580645,0.057945258098263897
98.4274193548387,0.05878651818530935
98.40725806451613,0.06015567340918126
98.3366935483871,0.06072328201675367
98.40725806451613,0.05898262068869606
98.52822580645162,0.058019058812680026
98.65927419354838,0.05785816662546788
98.56854838709677,0.05997843668690973
98.45766129032258,0.06285594571832448
98.37701612903226,0.06583371207891633
98.30645161290323,0.06738350686782431
98.60887096774194,0.058769158610788685
98.75,0.05209348387452924
98.67943548387096,0.05014628771722557
98.52822580645162,0.05289622258109551
98.41733870967742,0.059112176808693837
98.18548387096774,0.06659015951107346
97.9133064516129,0.07250331231062451
