Accuracy,Loss
9.889112903225806,2.301695474501579
10.30241935483871,2.2993434859860327
10.161290322580646,2.296877799495574
10.161290322580646,2.2947888343564924
10.161290322580646,2.293292737776233
10.61491935483871,2.2900384072334536
10.080645161290322,2.2874648524868872
10.080645161290322,2.283442477257021
10.171370967741936,2.2770153153327204
10.796370967741936,2.268788626886183
12.006048387096774,2.259712431507726
13.054435483870968,2.2528448412495274
16.491935483870968,2.235911887691867
18.679435483870968,2.2209745253286055
18.346774193548388,2.202577518647717
17.893145161290324,2.1899575694914786
22.43951612903226,2.1592391429408906
21.54233870967742,2.156054049153482
14.143145161290322,2.894298622685094
10.806451612903226,2.4010451470651932
10.30241935483871,2.401203095528387
10.070564516129032,2.3810733995129985
10.070564516129032,2.366437921216411
10.070564516129032,2.354138914231331
10.080645161290322,2.340233095230595
10.100806451612904,2.320747612368676
12.53024193548387,2.306189178651379
12.752016129032258,2.308106607006442
12.419354838709678,2.2926027882483697
12.872983870967742,2.283355765188894
12.893145161290322,2.2843300742487753
12.46975806451613,2.2859018648824385
10.514112903225806,2.290922040324057
13.659274193548388,2.279173154215659
14.485887096774194,2.278058973435433
14.09274193548387,2.2710054551401444
13.689516129032258,2.2695622213425173
13.860887096774194,2.2669868176983248
9.586693548387096,5.830755962864045
10.080645161290322,27634072556.180645
