Accuracy,Loss
98.91129032258064,0.045844111469763915
98.81048387096774,0.05259267679460707
98.66935483870968,0.0552033300004569
98.45766129032258,0.060160194000514644
98.3366935483871,0.06430036932785785
98.5383064516129,0.05809800947580727
98.6491935483871,0.05242809466116371
98.6491935483871,0.05432940439899422
98.50806451612904,0.06141742320070344
98.30645161290323,0.06721104150262451
98.25604838709677,0.07017810437828302
98.20564516129032,0.07025225148423606
98.16532258064517,0.07004339731666409
98.21572580645162,0.06891168569019365
98.32661290322581,0.0633084055179009
98.50806451612904,0.06060482052064711
98.55846774193549,0.05931522058052642
98.56854838709677,0.05938243445219292
98.49798387096774,0.06241000995580708
98.32661290322581,0.06560626060761993
98.125,0.06924617471954515
98.1350806451613,0.0679566412082603
98.20564516129032,0.06522270170671325
98.38709677419355,0.06195471601470584
98.39717741935483,0.060602133531844425
98.49798387096774,0.05827701310777376
98.51814516129032,0.05599479353085401
98.58870967741936,0.05517614392353402
98.56854838709677,0.05588988935717592
98.58870967741936,0.05666463183419358
98.48790322580645,0.06008275088613793
98.4475806451613,0.0638641273554024
98.24596774193549,0.06824354288851722
98.1149193548387,0.07134940941112056
98.125,0.06938717868179083
98.35685483870968,0.06229221587399802
98.56854838709677,0.056448401208035646
98.46774193548387,0.05891650324206679
98.35685483870968,0.06339251402870662
98.05443548387096,0.07120183314377021
97.8125,0.0826682896203091
97.35887096774194,0.09525605774063978
97.59072580645162,0.09045046145967658
97.90322580645162,0.07995408327589112
98.23588709677419,0.0684787600526526
98.37701612903226,0.06252950692263942
98.35685483870968,0.06359579022973776
98.31653225806451,0.06790650024401745
97.97379032258064,0.07755564740904036
97.97379032258064,0.07869849049921838
