No Attack,Veiled MinMax,Isolated Knowledge,Collaborative MinMax
89.8487903225806,89.2943548387097,87.2681451612903,87.2681451612903
77.0866935483871,49.9395161290323,83.0443548387097,81.25
61.491935483871,56.8447580645161,55.1713709677419,46.6733870967742
50.5141129032258,55.1512096774194,21.1290322580645,19.0725806451613
52.5302419354839,53.9213709677419,10.3931451612903,10.4334677419355
60.9979838709677,56.0786290322581,9.59677419354839,9.64717741935484
56.0483870967742,59.8387096774194,9.49596774193548,8.92137096774194
62.883064516129,58.5987903225807,,
66.4616935483871,60.8467741935484,,
64.5564516129032,64.9395161290323,,
72.3084677419355,62.3991935483871,,
70.7056451612903,62.3286290322581,,
72.1572580645161,70.3528225806452,,
75.8467741935484,69.1028225806452,,
77.8427419354839,68.9717741935484,,
81.4314516129032,69.929435483871,,
82.3689516129032,72.7721774193548,,
85.0504032258065,73.1048387096774,,
85.4133064516129,77.4596774193548,,
85.8770161290323,80.0907258064516,,
85.1310483870968,79.1633064516129,,
86.8245967741936,79.3649193548387,,
87.570564516129,80.0403225806452,,
87.7620967741936,80.2923387096774,,
88.054435483871,83.366935483871,,
87.0564516129032,84.3346774193548,,
87.3689516129032,84.4052419354839,,
87.9536290322581,85.3024193548387,,
88.4173387096774,86.3810483870968,,
88.8911290322581,86.008064516129,,
88.7701612903226,86.1895161290323,,
88.8709677419355,86.6532258064516,,
89.2842741935484,86.5826612903226,,
89.2943548387097,86.5725806451613,,
89.6370967741936,87.3185483870968,,
89.7479838709677,88.1754032258065,,
90.1612903225806,87.1774193548387,,
90.1411290322581,87.4193548387097,,
90.4133064516129,88.5887096774194,,
90.2318548387097,88.6088709677419,,
90.6653225806452,88.2459677419355,,
91.0282258064516,87.3286290322581,,
90.8165322580645,88.0141129032258,,
90.9576612903226,88.7197580645161,,
90.9979838709677,88.8004032258065,,
90.383064516129,87.8024193548387,,
89.7379032258065,88.9012096774194,,
90.866935483871,89.5866935483871,,
91.2802419354839,89.1834677419355,,
91.2903225806452,89.304435483871,,
