No attack,Collaborative MinMax,Isolated Knowledge MinMax,Veiled MinMax
89.2540322580645,90.9879032258065,89.2540322580645,90.9879032258065
63.054435483871,71.1491935483871,59.9697580645161,68.7903225806452
71.5524193548387,67.2278225806452,66.9758064516129,75.0907258064516
42.3891129032258,61.5725806451613,41.3608870967742,53.4576612903226
61.1189516129032,47.0967741935484,27.5604838709677,49.5766129032258
53.4072580645161,46.2701612903226,37.741935483871,25.1108870967742
49.7983870967742,67.1270161290323,21.1895161290323,30.5846774193548
49.0826612903226,58.0846774193548,26.5120967741935,51.7641129032258
50.6754032258065,54.2338709677419,23.3467741935484,47.2983870967742
53.4979838709677,58.8709677419355,20.1108870967742,49.7177419354839
55.9173387096774,43.9112903225807,19.616935483871,39.4959677419355
62.1471774193548,38.6391129032258,25.7762096774194,49.3850806451613
67.3185483870968,24.3850806451613,28.4576612903226,60.9677419354839
66.6935483870968,35.0302419354839,26.0584677419355,59.3951612903226
70.2620967741936,34.4858870967742,34.0927419354839,58.6290322580645
72.7318548387097,43.0241935483871,34.0625,65.9072580645161
74.3245967741936,40.6451612903226,37.1975806451613,67.8528225806452
74.3951612903226,28.2560483870968,36.5120967741936,63.75
76.7641129032258,34.2540322580645,42.4596774193548,62.2278225806452
81.4112903225806,28.4778225806452,42.5100806451613,69.8286290322581
83.1552419354839,11.3508064516129,39.0322580645161,70.4737903225806
83.9314516129032,10.2016129032258,41.5524193548387,74.5766129032258
83.8508064516129,9.96975806451613,38.8306451612903,73.195564516129
83.6088709677419,10.2217741935484,37.1774193548387,76.6834677419355
84.9193548387097,10.9475806451613,34.8487903225807,76.3709677419355
85.695564516129,10.0907258064516,28.5987903225806,75.695564516129
84.5766129032258,13.5181451612903,32.8326612903226,74.1532258064516
86.0383064516129,15.241935483871,31.2399193548387,75.9979838709677
85.2620967741936,14.9899193548387,21.3104838709677,74.0020161290323
85.3528225806452,11.1391129032258,18.9616935483871,74.4858870967742
86.2802419354839,12.4596774193548,19.1935483870968,82.5302419354839
86.8145161290323,10.2217741935484,15.8266129032258,83.2762096774194
86.9052419354839,11.7338709677419,17.0161290322581,81.7540322580645
87.2681451612903,9.53629032258065,15.554435483871,81.6229838709677
87.4395161290323,10.4637096774194,15.4334677419355,82.3286290322581
86.6733870967742,9.96975806451613,11.1391129032258,83.1854838709677
85.7157258064516,11.7036290322581,13.3165322580645,82.883064516129
87.6713709677419,11.2701612903226,10.2318548387097,83.0645161290323
89.6774193548387,12.9133064516129,10.1915322580645,84.4556451612903
88.9415322580645,13.9415322580645,7.45967741935484,81.5120967741936
87.9536290322581,10.1008064516129,10.8266129032258,81.9657258064516
88.5987903225806,9.94959677419355,10.0504032258065,84.8387096774194
89.4153225806452,10.8568548387097,10.8971774193548,85.7762096774194
89.9899193548387,10.1713709677419,10,85.2217741935484
90.0201612903226,9.96975806451613,18.3266129032258,82.5403225806452
88.9415322580645,9.96975806451613,10.9274193548387,83.5887096774194
87.7822580645161,9.4758064516129,19.3145161290323,86.7842741935484
89.0020161290323,10.0100806451613,14.3145161290323,83.6693548387097
90.3931451612903,16.1088709677419,16.4516129032258,81.7439516129032
91.2298387096774,16.1592741935484,10.625,85.6552419354839
