Collab Client 3+5 ,Loss,,Collab Client 3+0,Loss,,Collab Client 3+7,Loss,,Accuracy No attack,Loss,,Zerok 3+7,Loss,,Zerok 3+5,Loss,,Zerok 3+0,Loss,,Veiled 30,Loss,,Veiled 35,Loss,,Veiled 37,Loss
89.2540322580645,0.471150818947823,,89.2540322580645,0.471150818947823,,90.9879032258065,0.411413089234021,,89.2540322580645,0.471150818947823,,89.2540322580645,0.471150818947823,,89.2540322580645,0.471150818947823,,89.5463709677419,0.481197672361328,,89.2540322580645,0.471150818947823,,89.5463709677419,0.481197672361328,,90.9879032258065,0.411413089234021
59.5766129032258,2.81639515969061,,84.6270161290323,0.704560267252307,,71.1491935483871,1.93415481275128,,63.054435483871,2.48096841304533,,59.9697580645161,2.7618092859945,,59.7177419354839,2.80417364412738,,86.8346774193548,0.634521233458673,,63.054435483871,2.48096841304533,,69.1028225806452,2.23639958981545,,68.7903225806452,2.23148124679442
69.0625,1.45368413386806,,49.4052419354839,3.27209482116084,,67.2278225806452,1.80487185870447,,71.5524193548387,1.29830820829638,,66.9758064516129,1.64130193456527,,68.6592741935484,1.48476479207316,,78.2459677419355,0.968428548882085,,71.5524193548387,1.29830820829638,,69.2741935483871,1.60155089209157,,75.0907258064516,1.40656988140075
40.9375,3.88495941777383,,10.2520161290323,11.9363469646823,,61.5725806451613,1.6825365439538,,42.3891129032258,3.5140822364438,,41.3608870967742,3.85697285590633,,41.2298387096774,3.82981807339576,,43.2459677419355,2.64946962941077,,42.3891129032258,3.5140822364438,,61.4818548387097,1.703982845814,,53.4576612903226,2.46714881927736
33.5483870967742,2.85337114564834,,9.96975806451613,41.788535727224,,47.0967741935484,1.67386828930147,,61.1189516129032,1.47887850692195,,27.5604838709677,3.4882579788085,,33.0141129032258,2.87370466263064,,15.3729838709677,6.30087034163936,,61.1189516129032,1.47887850692195,,58.9516129032258,1.6693499618961,,49.5766129032258,1.88865334372367
45.7862903225807,1.93481549909038,,9.96975806451613,212.906481638262,,46.2701612903226,1.58588170389975,,53.4072580645161,1.60634579235508,,37.741935483871,2.20685045719147,,44.6774193548387,1.95471816524383,,7.93346774193548,21.9247204073014,,53.4072580645161,1.60634579235508,,62.0564516129032,1.30710093090611,,25.1108870967742,2.39985448468116
27.7116935483871,2.17077236560083,,9.96975806451613,,,67.1270161290323,1.03186112565379,,49.7983870967742,1.66361748326209,,21.1895161290323,2.36797294232153,,26.875,2.17749652247275,,9.375,115.163251519972,,49.7983870967742,1.66361748326209,,67.7721774193548,1.15432587285196,,30.5846774193548,2.06625207854855
31.7641129032258,2.22490068481814,,9.96975806451613,,,58.0846774193548,1.53204115206195,,49.0826612903226,1.70014461394279,,26.5120967741935,2.43671972367071,,31.1491935483871,2.23262950220416,,9.375,,,49.0826612903226,1.70014461394279,,69.9495967741936,1.12570503257936,,51.7641129032258,1.75409586198868
31.7540322580645,2.1338668254114,,9.96975806451613,,,54.2338709677419,1.94252876081774,,50.6754032258065,1.59130385229664,,23.3467741935484,2.35902661815766,,30.6653225806452,2.15903440060154,,9.375,,,50.6754032258065,1.59130385229664,,64.9596774193548,1.20412572391572,,47.2983870967742,1.81994567225056
31.0181451612903,2.04637442019678,,9.96975806451613,,,58.8709677419355,1.64506755721185,,53.4979838709677,1.45418119507451,,20.1108870967742,2.29322277422874,,29.929435483871,2.06333426198652,,9.375,,,53.4979838709677,1.45418119507451,,65.7762096774194,1.15352631768873,,49.7177419354839,1.6066889509078
